"COMID","totco2g_day","pred_total","totco2g_day_fill","pred_logw_m","stream_length_m","pred_stream_area_m2_fill"
"23752402",320870.303367123,365817.65625,320870.303367123,0.631043006973621,1415,6050.96509198188
"23752404",258646.77830137,311828.1875,258646.77830137,0.554285692110723,1071,3837.51547626311
"23752406",258763.695616438,229173.859375,258763.695616438,0.513830835455409,628,2049.92932200457
"23752408",119182.26739726,76208.9375,119182.26739726,0.252551234229727,1587,2839.81384147836
"23752410",34277.7904931507,36321.5078125,34277.7904931507,-0.00116009368554856,1310,1306.58308174769
"23752414",NA,5384.64404296875,5384.64404296875,0.51464390011558,2548,8332.89624495283
"23752416",NA,344606.875,344606.875,0.860521670512737,8199,59468.7504876516
"23752418",815347.275780822,842810.5,815347.275780822,0.922123827441764,801,6695.04673213771
"23752420",1028189.22254795,963663,1028189.22254795,0.905318680588636,376,3023.44189778889
"23752422",786387.340684932,831903.375,786387.340684932,0.901390916345217,561,4470.57869308764
"23752424",838797.738082192,841444.5,838797.738082192,0.893945573213487,3177,24887.1192443903
"23752426",375090.152383562,397207.09375,375090.152383562,0.868398904241932,230,1698.77422645936
"23752428",450373.526958904,430765.34375,450373.526958904,0.720954274686324,3077,16184.7467672356
"23752430",352890.308219178,319337.40625,352890.308219178,0.584099917601541,5675,21780.146267747
"23752432",60703.7379534247,98749.8046875,60703.7379534247,0.404531440378158,156,395.890431477187
"23752434",120164.621917808,101494.9140625,120164.621917808,0.283183420961184,773,1483.14677483911
"23752436",1437.20468876712,8015.31689453125,1437.20468876712,0.228323526729605,403,681.703367885845
"23752438",193007.498876712,200107.84375,193007.498876712,0.608684650449852,3254,13216.6934665448
"23752440",139360.075232877,137931.328125,139360.075232877,0.53032592023339,3015,10223.4939206481
"23752442",67655.3873013699,79812.2890625,67655.3873013699,0.377112378520092,3892,9275.81025941485
"23752444",NA,235575.828125,235575.828125,-0.0547668793753147,429,378.72704391689
"23752446",NA,6261228.5,6261228.5,1.34748336661082,47,1046.1215412876
"23752448",11589591.019726,10889497,11589591.019726,1.34747982639356,2209,49167.0631514518
"23752450",9917378.49863014,9943240,9917378.49863014,1.3438291616981,3088,68156.5057171444
"23752452",10419149.2684932,10328163,10419149.2684932,1.34150435989885,1621,35586.7821162945
"23752454",7831830.49315068,7711878,7831830.49315068,1.33777838074285,2433,52956.6527399501
"23752456",NA,4995636.5,4995636.5,1.33183619769986,1076,23101.9691605684
"23752458",2790159.55479452,2924412.75,2790159.55479452,1.32863707229,811,17284.5256397949
"23752460",3199336.86254794,3226522.5,3199336.86254794,1.32744218836386,1709,36323.0702520395
"23752462",5661546.1660274,5489207,5661546.1660274,1.31591030576336,1302,26947.7071066275
"23752464",5591290.10860274,5474742,5591290.10860274,1.31460186422871,741,15290.4834420064
"23752466",NA,4214758.5,4214758.5,1.31396327180073,334,6881.90109640103
"23752468",NA,4889832.5,4889832.5,1.31146966655061,745,15262.5572812592
"23752470",NA,2599318.75,2599318.75,1.30826874264729,553,11245.8704298584
"23752472",5069999.98241096,4884469.5,5069999.98241096,1.30663226822495,2172,44004.1476231699
"23752474",5185.15367296438,87682.6171875,5185.15367296438,1.30064984426449,643,12848.7134605698
"23752476",1499733.38605479,1744154.25,1499733.38605479,1.29672311982034,1275,25248.2416754559
"23752478",4990799.01534247,4902294,4990799.01534247,1.28812955860763,1939,37644.9898255876
"23752480",4317853.1260274,4015875.75,4317853.1260274,1.22847531735876,689,11659.945096214
"23752482",3387958.39561644,3388090,3387958.39561644,1.22600126781145,1940,32644.1169502792
"23752484",1116548.96046575,1201186.5,1116548.96046575,1.22273772734631,482,8049.83814573945
"23752486",502668.39799726,561907,502668.39799726,1.22099599244304,274,4557.71958769103
"23752488",2724484.83887671,2777672.5,2724484.83887671,1.21945171536207,524,8685.20407137797
"23752490",NA,940893.8125,940893.8125,1.21777833872994,129,2129.94486311625
"23752492",3448318.5969863,3269916.25,3448318.5969863,1.21621209711589,4245,69838.0723202073
"23752494",1365152.04542466,1623066.25,1365152.04542466,1.2058665561051,756,12144.6792560282
"23752496",NA,2326466.5,2326466.5,1.2003072899867,1453,23044.8909060603
"23752498",1694536.88276712,1760221.125,1694536.88276712,1.19595285504703,245,3846.96028674208
"23752500",NA,2483884,2483884,1.1948994724062,1649,25829.6716804022
"23752502",NA,1045730.9375,1045730.9375,1.19043274335205,272,4216.9946958837
"23752504",NA,957288.8125,957288.8125,1.18926869650865,259,4004.69504826447
"23752506",2797721.52328767,2856608.75,2797721.52328767,1.18846096963439,1054,16266.8326995358
"23752508",2679128.28221918,2476373,2679128.28221918,1.1833433421077,1600,24403.9257782164
"23752510",2507490.85693151,2653306.25,2507490.85693151,1.17936019678341,1131,17093.2792167358
"23752512",NA,2272116.5,2272116.5,1.17555438671742,576,8629.38855463605
"23752514",2796428.70723288,2645919,2796428.70723288,1.17117180212115,508,7534.11062682772
"23752516",NA,858098.5625,858098.5625,1.16547462576182,137,2005.38147193007
"23752518",NA,2233200.25,2233200.25,1.16545107859015,565,8269.83076331159
"23752520",2533534.34958904,2571739.25,2533534.34958904,1.16512116326415,1825,26692.2033688311
"23752522",351085.857657534,439809.25,351085.857657534,1.15862313080762,77,1109.46584467579
"23752524",160542.481808219,175943.78125,160542.481808219,0.525346301856543,1995,6688.62669316843
"23752526",128667.216986301,135820.921875,128667.216986301,0.49369252478502,1265,3942.79143803421
"23752528",100068.030164384,114556.828125,100068.030164384,0.393541907168193,3741,9259.29367356602
"23752530",NA,222255.515625,222255.515625,-0.294734078437416,181,92.0382585864134
"23752532",1876542.3700274,1872348.5,1876542.3700274,1.14382329379795,913,12714.3245969055
"23752534",2520810.5969589,2416456.5,2520810.5969589,1.14208238674041,1122,15562.3616832181
"23752536",1122607.92509589,1411070.75,1122607.92509589,1.13810955093165,419,5758.68480401865
"23752538",427727.33260274,406017.5,427727.33260274,0.662157867042431,4376,20101.1867824884
"23752540",262687.679260274,310359,262687.679260274,0.549922399156736,655,2323.71171023881
"23752542",NA,267450.71875,267450.71875,0.519462481560639,148,489.496240730598
"23752544",265056.319726027,252903.125,265056.319726027,0.50184750088388,5273,16743.95539004
"23752546",NA,-22849.376953125,0,-0.15576421946385,422,295.26204865085
"23752548",NA,221005.3125,221005.3125,1.10754406479613,49,627.681364257591
"23752550",2211348.17835616,2195865.5,2211348.17835616,1.1030611170385,4008,50815.0475288601
"23752552",NA,1320070.875,1320070.875,1.09120911972042,676,8339.88271054802
"23752554",755453.467315068,831836.75,755453.467315068,1.08859842948694,408,5003.30967687199
"23752556",2094901.16449315,1887539.5,2094901.16449315,1.08660126492456,1776,21679.1933199839
"23752558",1598467.10630137,1655129,1598467.10630137,1.07695852551123,1819,21716.7025697482
"23752560",1738714.91013699,1747323.25,1738714.91013699,1.06756657048096,3296,38508.2491899155
"23752562",1359073.17452055,1253284.5,1359073.17452055,1.04135600186982,1460,16058.7983630787
"23752564",911337.519945206,972965,911337.519945206,1.02461584276297,275,2910.35663794803
"23752566",538069.816438356,587708.0625,538069.816438356,0.886356027250603,4071,31336.5183985444
"23752570",969058.594273973,1035079.0625,969058.594273973,0.944849738226499,1617,14241.3887309019
"23752572",1009020.30945205,1013363.125,1009020.30945205,0.935363807195988,1428,12305.0268357978
"23752574",964858.296,915410.1875,964858.296,0.914582309265415,797,6546.84303219762
"23752576",795057.347260274,798139.4375,795057.347260274,0.896097671726049,3209,25261.9504420448
"23752578",783593.161068493,760338.75,783593.161068493,0.875985882491779,779,5854.80561077858
"23752580",691347.849945205,601346.125,691347.849945205,0.845467560694165,3849,26964.9858568681
"23752582",115375.35609863,122677.0234375,115375.35609863,0.492055896010098,1730,5372.37348480584
"23752584",80852.5830164384,85946.734375,80852.5830164384,0.35401178587328,5449,12309.1344504697
"23752586",400130.860084931,469055.875,400130.860084931,0.758184079435663,602,3449.66065325556
"23752588",331810.976909589,408671.40625,331810.976909589,0.690545565685445,1247,6115.26318199459
"23752590",155126.336136986,144000.453125,155126.336136986,0.434069983904845,5827,15833.6974535794
"23752592",218939.269315069,183442.234375,218939.269315069,0.525862052791682,7715,25894.3915444426
"23752594",NA,5177594.5,5177594.5,1.35015120305014,84,1881.18695606435
"23752596",12324839.260274,11745367,12324839.260274,1.35015120305014,5265,117909.683496753
"23752598",9267426.96986301,9267989,9267426.96986301,1.28397508704524,5892,113302.418610382
"23752600",7840735.38,7597716,7840735.38,1.27816710557183,1189,22560.5473159426
"23752602",NA,2552759,2552759,0.993409583761929,5076,49994.8802800306
"23752604",NA,2131431.25,2131431.25,0.95645830923953,202,1827.29019805859
"23752606",NA,6090242,6090242,1.19838523850963,8762,138352.862015127
"23752608",1844871.62465753,1926679.75,1844871.62465753,0.956281997616188,3489,31548.6522696843
"23752610",712285.575780822,954377.875,712285.575780822,0.923485130993069,4037,33848.8470459446
"23752612",389274.860210959,410412.4375,389274.860210959,0.782819682029819,228,1382.79657719647
"23752614",586014.087041096,634011.1875,586014.087041096,0.77769839188121,4693,28128.01605881
"23752616",351044.146684931,387948.71875,351044.146684931,0.707567737942281,2388,12179.2046760223
"23752618",246752.724665753,331982.5625,246752.724665753,0.662441498698337,637,2927.99957849071
"23752620",194883.717123288,165733.390625,194883.717123288,0.504973304846045,7286,23306.3229824967
"23752622",89610.2500273973,147964.265625,89610.2500273973,0.693224464952178,52,256.575640057386
"23752624",265622.588136986,323627.84375,265622.588136986,0.614788273508267,2466,10157.1675568892
"23752626",198445.634589041,259861.25,198445.634589041,0.564299264322791,336,1232.14999105168
"23752628",129304.346630137,118762.1484375,129304.346630137,0.353464883555259,6411,14471.6004634699
"23752630",882397.64079452,1084348.125,882397.64079452,1.17937496854101,623,9415.97837553801
"23752632",4907054.53315069,4590661.5,4907054.53315069,1.17731248469284,972,14621.0462709268
"23752634",10129.363415589,578014.8125,10129.363415589,1.1612925157972,1157,16773.7015815122
"23752636",5052244.61917808,4905314,5052244.61917808,1.15621662602597,940,13469.3971197353
"23752638",NA,3423591.25,3423591.25,1.1533711231252,917,13053.9152804732
"23752640",4980759.98630137,4688876,4980759.98630137,1.15051489477774,2918,41266.9250869749
"23752642",1796541.99452055,1933945.125,1796541.99452055,1.14274219981341,306,4250.76073728635
"23752644",4834877.32356164,4205144.5,4834877.32356164,1.13519821883244,1815,24778.3526133142
"23752646",1141117.96767123,1386974.75,1141117.96767123,1.12370502033395,1173,15595.6339239816
"23752648",3541827.14958904,3314760,3541827.14958904,1.11737125104933,506,6630.1479686251
"23752650",2775552.38054795,2783037.75,2775552.38054795,1.10103087680751,1076,13578.1287597512
"23752652",1127716.34794521,1186019.25,1127716.34794521,0.784944339923295,1591,9696.85030204925
"23752654",554941.02509589,610775.375,554941.02509589,0.757717438473935,2235,12793.802350071
"23752656",433614.625890411,513230.21875,433614.625890411,0.711603783568022,1068,5497.32740188246
"23752658",285187.414356164,341279.40625,285187.414356164,0.585988829937506,3151,12146.1937166533
"23752660",170553.006082192,153601.359375,170553.006082192,0.415225890575896,4580,11915.0985125182
"23752662",1280919.95883288,1240006.125,1280919.95883288,1.03110678464363,655,7036.35825473312
"23752664",950469.046684932,1197093.375,950469.046684932,1.02346475175275,436,4602.00723343892
"23752666",1582715.9909589,1494610.375,1582715.9909589,1.02148418217293,2285,24008.649660081
"23752668",1638354.50136986,1405846.625,1638354.50136986,0.987075153641959,2280,22131.2123232062
"23752670",973512.615452055,965055.4375,973512.615452055,0.905294187359976,1748,14054.8609231959
"23752672",919251.575260274,903570.1875,919251.575260274,0.881678334719513,1001,7622.57698866039
"23752674",942059.47479452,880496,942059.47479452,0.862243210050581,1139,8294.04979532131
"23752676",174865.973671233,185410.078125,174865.973671233,0.853072343488359,1445,10302.4203871497
"23752678",703098.51230137,615417.875,703098.51230137,0.795835356894052,2158,13485.4991969069
"23752680",NA,148987.296875,148987.296875,0.766963680123219,781,4566.68709890283
"23752682",329459.646493151,310398.90625,329459.646493151,0.630961695579806,2812,12021.1074550852
"23752684",195866.484493151,203915.390625,195866.484493151,0.519064789719942,1856,6131.97393688976
"23752686",132132.386054795,123358.5390625,132132.386054795,0.375128805858976,4728,11218.0098924847
"23752688",243741.137079452,223857.484375,243741.137079452,0.574101240602392,945,3544.57634119076
"23752690",107455.934794521,132619.453125,107455.934794521,0.380542748157046,2102,5049.52862568718
"23752692",83394.8000547945,71685.609375,83394.8000547945,0.24431628557502,2103,3689.18449380854
"23752694",2831043.69863014,2594596.25,2831043.69863014,1.01677997138414,11788,122522.213484548
"23752696",1799511.8630137,1681984,1799511.8630137,0.925287683750873,5602,47166.871620297
"23752698",675638.14109589,588956.25,675638.14109589,0.822699921476246,4709,31307.0625988534
"23752700",482251.014575342,448243.3125,482251.014575342,0.75976357143633,2217,12750.342681749
"23752702",318223.223539726,313433.8125,318223.223539726,0.686244031193389,524,2544.3784216777
"23752704",248890.067917808,269011.84375,248890.067917808,0.638323845087719,2327,10118.3201301635
"23752706",171872.133616438,168423.5,171872.133616438,0.531836541603881,899,3059.47152761152
"23752708",224142.006,183523.421875,224142.006,0.477411460398727,5069,15217.8344208538
"23752710",164534.505575342,167596.046875,164534.505575342,0.607335933291418,1084,4388.7684612191
"23752712",119408.795309589,120257.8125,119408.795309589,0.478047361238964,1086,3265.37259638184
"23752714",91842.1740821918,80663.21875,91842.1740821918,0.361534136712414,3286,7555.99278434095
"23752716",NA,263284.71875,263284.71875,0.765252606727047,75,436.81869248019
"23752718",695606.178082192,543860.0625,695606.178082192,0.765071746478481,5160,30042.708802017
"23752720",179892.151972603,190186.875,179892.151972603,0.651110493795417,5439,24356.4875671365
"23752722",71671.4346821918,96212.8125,71671.4346821918,0.513423216145602,1919,6258.21656682511
"23752724",42957.9974054795,39760.765625,42957.9974054795,0.334938462391391,2768,5984.57458101746
"23752726",14624.2885972603,5506.54541015625,14624.2885972603,0.0174351445513775,1578,1641.64807011326
"23752728",186098.993917808,177255.640625,186098.993917808,0.525346301856543,2713,9096.10502672742
"23752730",132334.992493151,105343.65625,132334.992493151,0.354284747177115,2947,6660.95702670641
"23752732",273247.397260274,418967.09375,273247.397260274,0.551309299095008,3221,11463.4410685677
"23752734",71419.4773972603,73135.3046875,71419.4773972603,0.403213825212483,3681,9316.86755644855
"23752736",NA,26751.384765625,26751.384765625,0.462105009324495,370,1072.26375658916
"23752738",110051.838493151,110312.3046875,110051.838493151,0.45798277453388,7323,21023.6540979011
"23752740",148663.828356164,133935.734375,148663.828356164,0.493840729854952,2277,7098.33260780606
"23752742",81858.3717369863,103844.6171875,81858.3717369863,0.379323516701967,503,1204.79596814846
"23752744",60383.1141041096,58166.95703125,60383.1141041096,0.234395059517941,3154,5410.10936714172
"23752746",124881.083589041,126522.6640625,124881.083589041,0.436938351298887,1777,4858.96814269642
"23752748",77131.0980821918,81295.3671875,77131.0980821918,0.321487245391803,3819,8003.89650286627
