"COMID","totco2g_day","CAT_ELEV_MIN","CAT_ELEV_MAX","CAT_STREAM_SLOPE","TOT_BASIN_AREA","TOT_BASIN_SLOPE","TOT_ELEV_MEAN","TOT_ELEV_MIN","TOT_ELEV_MAX","TOT_STREAM_SLOPE","sinuosity","CAT_NID_STORAGE2010","CAT_EVI_JAS_2012","TOT_EVI_JAS_2012","CAT_CONTACT","TOT_CONTACT","CAT_PET","TOT_PET","CAT_AET","TOT_AET","CAT_OM","CAT_PERMAVE","TOT_OM","TOT_PERMAVE","CAT_SILTAVE","CAT_CLAYAVE","CAT_SANDAVE","TOT_SILTAVE","TOT_CLAYAVE","TOT_SANDAVE","urban","forest","wetland","agrc","shrub","turban","tforest","twetland","tagrc","tshrub","CAT_PPT7100_ANN","TOT_PPT7100_ANN","CAT_RUN7100","TOT_RUN7100","CAT_TWI","TOT_TWI","CAT_BFI","TOT_BFI"
"23751856",NA,282.97,762.3,0,2541.36,32.51,1158.02,279.51,2655.83,0.048664,1.04,0,0.29,0.38,332,32.79,638.69,546.28,842.37,579.94,2.8,0.5,2.87,2.39,38.9,44.89,16.21,46.55,22.15,31.3,1.08,42.03,1.02,5.83,15.57,0.76,81.51,0.12,0.21,12.55,1333.44,1594.72,1084,1084.51,13.39,9.81,51.56,70.35
"23751858",NA,284.2,616.68,0,2523.75,32.57,1163.12,279.51,2655.83,0.048781,1.01,0,0.15,0.38,332,31.9,630.43,545.65,867.5,578.33,2.8,0.5,2.87,2.4,38.9,44.89,16.21,46.59,22.02,31.39,4.95,38.86,0,0,0.22,0.76,81.67,0.12,0.19,12.53,1346.82,1596.05,1084,1084.52,14.17,9.8,53.86,70.48
"23751860",NA,284.29,827.88,0,2487.6,32.52,1170.87,279.51,2655.83,0.048766,1,0,0.31,0.38,248.8,30.44,632.68,544.69,807.61,575.69,2.8,0.5,2.87,2.42,38.9,44.89,16.21,46.63,21.84,31.53,1.57,53.25,2.53,0,11.75,0.76,81.6,0.12,0.19,12.61,1447.52,1596.84,1084,1084.52,9.58,9.8,54.11,70.76
"23751862",NA,281.95,822.66,0,2481.27,32.54,1172.82,279.51,2655.83,0.048852,1.02,0,0.31,0.38,85.23,29.87,634.46,544.47,809.68,575.01,2.8,0.5,2.87,2.42,38.9,44.89,16.21,46.65,21.79,31.57,3.51,59.68,0.81,0,8.61,0.76,81.61,0.11,0.19,12.62,1450.31,1597.22,1084,1084.53,10.56,9.8,55.85,70.8
"23751864",NA,282.65,747.69,0,2468.24,32.54,1176.54,279.51,2655.83,0.048985,1,0,0.25,0.38,83.01,29.63,629.68,544.01,854.34,574.06,2.8,0.5,2.87,2.43,38.9,44.89,16.21,46.69,21.67,31.64,3.93,54.06,9.76,0,6.21,0.76,81.66,0.11,0.19,12.62,1446.12,1597.69,1084,1084.53,13.4,9.8,57.29,70.88
"23751866",NA,284.11,394.98,0,2464.42,32.56,1177.76,283.77,2655.83,0.049024,1,0,0.09,0.38,154,29.55,632,543.87,880.84,573.63,2.8,0.5,2.87,2.44,38.9,44.89,16.21,46.7,21.64,31.66,5,33.68,5.79,10.79,2.11,0.76,81.67,0.1,0.19,12.64,1407.4,1597.91,1084,1084.53,8.99,9.79,58.44,70.9
"23751868",NA,284.27,443.59,0,2451.18,32.54,1180.95,284.27,2655.83,0.04921,1.05,0,0.22,0.38,154,29.32,630.81,543.48,886.02,572.45,2.8,0.5,2.87,2.44,38.9,44.89,16.21,46.73,21.54,31.73,7.72,19.3,23.86,23.51,4.04,0.76,81.62,0.09,0.19,12.68,1418.47,1598.08,1084,1084.53,16.72,9.8,59,70.97
"23751870",NA,284.28,554.98,0,2442.45,32.53,1182.75,284.28,2655.83,0.049317,1.04,0,0.39,0.38,154,29.23,624.07,543.28,821.58,571.85,2.8,0.5,2.88,2.45,38.9,44.89,16.21,46.73,21.5,31.77,2.88,59.25,23.3,0,7.62,0.76,81.59,0.09,0.18,12.72,1493.01,1598.13,1084,1084.58,12.54,9.8,59,71.02
"23751872",252125.32720274,284.31,866.83,0,2426.56,32.53,1185.73,284.3,2655.83,0.049366,1.07,0,0.43,0.38,154,28.96,613.06,542.9,830.33,570.8,2.8,0.5,2.88,2.46,38.9,44.87,16.22,46.74,21.43,31.83,4.48,69.45,10.43,0,10.9,0.76,81.56,0.07,0.18,12.74,1491.32,1597.94,1084,1084.64,9.02,9.8,59.69,71.09
"23751874",NA,284.31,515.08,0,2420.8,32.56,1187.1,284.3,2655.83,0.049439,1,0,0.42,0.38,154,28.73,616.02,542.73,858.51,570.39,2.8,0.5,2.88,2.46,38.9,44.89,16.21,46.76,21.37,31.87,7.85,76.66,0.8,0,3.42,0.76,81.56,0.07,0.18,12.74,1479.66,1598.02,1084,1084.65,10.08,9.8,59.95,71.12
"23751876",NA,284.31,443.96,0,2417.16,32.56,1187.87,284.3,2655.83,0.049164,1.01,0,0.4,0.38,154,28.6,618,542.62,812.87,570.22,2.8,0.5,2.88,2.46,38.9,44.89,16.21,46.77,21.34,31.89,17.98,61.05,5.99,0,2.62,0.76,81.55,0.07,0.18,12.75,1519.38,1598.03,1084,1084.65,9.66,9.8,60,71.14
"23751878",NA,284.3,795.34,0,2416.91,32.56,1187.96,284.3,2655.83,0.049178,1,0,0.42,0.38,154,28.59,616.92,542.62,787.54,570.2,2.8,0.5,2.88,2.46,38.9,44.89,16.21,46.77,21.34,31.89,6.34,84.55,1.54,0,5.85,0.75,81.55,0.07,0.18,12.75,1558.15,1598.04,1084,1084.65,9.34,9.8,60.04,71.14
"23751880",30687519.040274,284.3,1030.05,0,2412.86,32.56,1189.02,284.3,2655.83,0.048898,1.22,0,0.42,0.38,77.53,28.46,613.25,542.5,761.52,569.85,2.8,0.5,2.88,2.47,38.94,44.82,16.24,46.78,21.31,31.91,4.37,83.59,0.11,0,8,0.75,81.53,0.06,0.19,12.76,1536.86,1598.1,1084,1084.65,9.23,9.8,60.88,71.16
"23751882",2611254.70109589,288.71,377.21,0.02,2403.28,32.55,1191.27,288.68,2655.83,0.048783,1.01,0,0.34,0.38,38.45,28.33,615,542.23,859.17,569.16,2.8,0.5,2.88,2.47,38.9,44.89,16.21,46.8,21.24,31.97,24.14,67.24,0,0,0,0.74,81.51,0.06,0.19,12.78,1378.64,1598.28,1084,1084.65,8.68,9.81,61.72,71.2
"23751884",NA,288.78,419.42,0,2397.94,32.58,1192.22,288.68,2655.83,0.04863,1,0,0.34,0.38,51.89,28.32,615,542.1,850.04,568.74,2.8,0.5,2.88,2.48,38.9,44.89,16.21,46.8,21.22,31.99,44.44,48.15,0,0,0,0.74,81.49,0.06,0.19,12.78,1375.18,1598.39,1084,1084.65,10.71,9.81,61.13,71.22
"23751886",NA,288.68,490.76,0,2382.23,32.56,1194.51,288.68,2655.83,0.048571,1,0,0.39,0.38,55,28.21,615,541.74,832.51,568.41,2.8,0.5,2.88,2.48,38.9,44.89,16.21,46.81,21.14,32.05,16.69,72.23,0,0,4.27,0.75,81.48,0.07,0.19,12.75,1333.89,1598.5,1084,1084.66,15.99,9.82,61.03,71.29
"23751888",NA,288.79,391.3,0,2378.21,32.56,1195.64,288.79,2655.83,0.048588,1,0,0.45,0.38,55,28.18,615,541.63,835.52,567.98,2.8,0.5,2.88,2.49,38.9,44.89,16.21,46.82,21.11,32.07,6.67,6.67,0,0,0,0.74,81.46,0.07,0.19,12.77,1328.85,1598.88,1084,1084.66,16.01,9.82,61,71.31
"23751890",NA,291.92,322.81,0,2378.2,32.56,1195.65,291.92,2655.83,0.048591,1,0,0.45,0.38,55,28.18,615,541.63,835.52,567.98,2.8,0.5,2.88,2.49,38.9,44.89,16.21,46.82,21.11,32.07,0,0,0,0,0,0.74,81.47,0.07,0.19,12.77,1328.85,1598.88,1084,1084.66,16.01,9.82,61,71.31
"23751892",2336806.33232877,292.41,822.89,0.04,2378.19,32.56,1195.65,292.41,2655.83,0.048593,1.02,0,0.42,0.38,55,28.18,612.14,541.63,738.77,567.98,2.8,0.5,2.88,2.49,38.9,44.89,16.21,46.82,21.11,32.07,0,86.31,0,0,9.91,0.74,81.47,0.07,0.19,12.77,1424.35,1598.88,1084,1084.66,11.88,9.82,61,71.31
"23751894",45476141.2767123,293.09,612.6,0,2364.81,32.53,1199.12,293.09,2655.83,0.04856,1.23,0,0.36,0.38,55,28.01,613.06,541.21,853.79,567.05,2.8,0.5,2.88,2.5,38.9,44.89,16.21,46.86,20.98,32.16,13.54,60.69,0,0,4.37,0.75,81.41,0.07,0.18,12.8,1295.75,1599.63,1084,1084.66,8.46,9.82,61.18,71.37
"23751896",12297556.2493151,304.6,635.02,0,2332.34,32.39,1204.28,304.6,2655.83,0.048656,1.02,0,0.4,0.38,75.93,28.09,610.84,540.73,841.62,565.13,2.8,0.5,2.89,2.51,38.9,44.89,16.21,46.86,20.88,32.27,15.61,71.26,0,0,3.06,0.74,81.3,0.07,0.19,12.87,1275.42,1599.84,1084,1084.71,9.58,9.83,61.5,71.51
"23751898",2773772.80479452,310.6,640.88,0.01,2331.25,32.39,1204.67,310.6,2655.83,0.04868,1.01,0,0.38,0.38,99.93,28.07,608.09,540.69,845.21,565,2.8,0.5,2.89,2.51,38.9,44.89,16.21,46.86,20.87,32.27,18.93,63.73,0,0,1.87,0.73,81.31,0.07,0.19,12.88,1273.21,1599.99,1084,1084.71,10.26,9.83,61.36,71.52
"23751900",2766743.99819178,312.73,384.11,0.01,2330.91,32.39,1204.79,312.73,2655.83,0.04868,1.03,0,0.41,0.38,102,28.06,612,540.68,834.35,564.96,2.8,0.5,2.89,2.51,38.9,44.89,16.21,46.86,20.86,32.28,6.06,47.47,1.01,0,8.08,0.73,81.31,0.07,0.19,12.88,1252.91,1600.03,1084,1084.71,10.26,9.83,62,71.52
"23751902",30506185.1342466,313.33,992.07,0,1685.07,34.34,1209,313.33,2655.83,0.050976,1.57,0,0.39,0.38,81.8,23.1,598.86,542.81,837.43,570.84,2.66,0.74,2.87,2.59,41.2,40.68,18.12,47.15,19.88,32.97,9.48,77.65,0.5,0,6.81,0.74,81.04,0.09,0.08,14.57,1397,1572.85,1084,1081.99,10.6,9.72,61.7,71.65
"23751904",NA,322.54,499.22,0,1678.81,34.33,1211.71,322.54,2655.83,0.051088,1,0,0.46,0.38,102,22.88,612,542.6,784.6,569.85,2.8,0.5,2.87,2.59,38.9,44.89,16.21,47.17,19.8,33.03,14.29,64.29,0,0,21.43,0.7,81.06,0.09,0.08,14.6,1231.04,1573.51,1084,1081.98,15.14,9.71,62,71.68
"23751906",8877859.43178082,322.56,474.01,0.01,1678.77,34.33,1211.72,322.56,2655.83,0.051092,1.19,0,0.42,0.38,102,22.88,616.61,542.6,799.13,569.84,2.8,0.5,2.87,2.59,38.9,44.89,16.21,47.17,19.8,33.03,17.1,65.01,0,0,9.77,0.7,81.06,0.09,0.08,14.6,1256.44,1573.52,1084,1081.98,15.86,9.71,62.26,71.68
"23751908",NA,328.09,456.34,0,1677.63,34.34,1212.3,323.79,2655.83,0.051126,1,0,0.4,0.38,102,22.82,596.52,542.55,901.84,569.69,2.8,0.5,2.87,2.59,38.9,44.89,16.21,47.18,19.79,33.04,10.17,56.78,0,0,22.88,0.69,81.07,0.09,0.08,14.6,1387.54,1573.73,1084,1081.98,15.34,9.71,62,71.69
"23751910",NA,324.33,365.79,0,1677.52,34.34,1212.35,323.79,2655.83,0.051132,1,0,0.41,0.38,102,22.82,615.12,542.55,845.54,569.67,2.8,0.5,2.87,2.59,38.9,44.89,16.21,47.18,19.78,33.04,3.37,62.92,0,0,24.72,0.69,81.07,0.09,0.08,14.6,1297.02,1573.74,1084,1081.98,15.75,9.71,62,71.69
"23751912",NA,324.33,365.79,0.02,15.08,46.48,849.23,324.33,1381.49,0.045752,1,0,0.41,0.4,102,38.58,615.12,570.27,845.54,738.55,2.8,0.5,2.59,1.8,38.9,44.89,16.21,48.1,26.07,25.78,3.37,62.92,0,0,24.72,0.09,91.58,0,0,8.15,1297.02,1575.04,1084,1083.89,15.75,9.24,62,61.51
"23751914",176989.910547945,328.68,1029.4,0.05,15.08,46.48,849.23,328.68,1381.49,0.043716,1.14,0,0.39,0.4,86.25,38.58,591.44,570.27,844.73,738.55,2.36,1.24,2.59,1.8,45.82,31.97,22.07,48.1,26.07,25.78,0.27,91.96,0,0,7.22,0.09,91.58,0,0,8.15,1495.03,1575.04,1084,1083.89,9.77,9.24,61.92,61.51
"23751916",107442.082438356,509.81,1381.49,0.16,8.48,43.07,984,509.81,1381.49,0.040609,1.23,0,0.4,0.4,15.81,15.81,555.78,555.78,671.93,671.93,2.8,2.18,2.8,2.18,49.36,22.38,28.26,49.36,22.38,28.26,0,89.95,0,0,10.05,0,89.95,0,0,10.05,1635.68,1635.68,1083.81,1083.81,8.83,8.83,61.15,61.15
"23751918",4700428.24208219,323.79,789.16,0.01,1662.36,34.24,1215.69,323.79,2655.83,0.051187,1.03,0,0.4,0.38,102,22.67,608.54,542.29,854.56,568.12,2.71,0.63,2.87,2.6,40.12,42.33,17.37,47.17,19.73,33.11,3.86,78.34,0,0,2.37,0.7,80.98,0.09,0.08,14.66,1313.54,1573.75,1084,1081.97,11.38,9.71,62,71.78
"23751920",NA,330.88,369.33,0,1661.76,34.24,1215.98,329.18,2655.83,0.0512,1.03,0,0.43,0.38,102,22.64,610.54,542.27,829.4,568.02,2.8,0.5,2.87,2.6,38.9,44.89,16.21,47.17,19.72,33.11,23.08,58.97,0,0,3.85,0.7,80.98,0.09,0.08,14.66,1275.26,1573.84,1084,1081.96,12.52,9.71,62,71.79
"23751922",7805602.51972603,329.18,652.76,0.01,1661.69,34.24,1216.01,329.18,2655.83,0.051204,1.29,0,0.34,0.38,102,22.64,618.51,542.27,725.75,568.01,2.8,0.5,2.87,2.6,38.9,44.89,16.21,47.17,19.72,33.11,46.34,23.58,0,2.44,19.88,0.7,80.98,0.09,0.08,14.66,1245.36,1573.85,1084,1081.96,14.83,9.71,62,71.79
"23751924",5350234.4360548,335,354.88,0.01,1659.42,34.26,1217.16,335,2655.83,0.051249,1,0,0.27,0.38,102,22.53,608.71,542.17,751.18,567.77,2.8,0.5,2.87,2.61,38.9,44.89,16.21,47.18,19.68,33.13,59.84,9.47,1.52,1.14,3.79,0.64,81.04,0.09,0.07,14.66,1239.44,1574.29,1084,1081.96,16,9.71,62,71.8
"23751926",9211674.65613699,339.45,695.99,0,1653.87,34.22,1218.71,339.45,2655.83,0.051089,1.05,0,0.32,0.38,104.2,22.46,617.27,541.98,724.58,567.15,2.8,0.5,2.87,2.61,38.9,44.89,16.21,47.19,19.64,33.17,43.46,34.59,0.22,0,12.79,0.64,80.99,0.09,0.07,14.7,1252.85,1574.76,1084,1081.96,14.06,9.71,62.44,71.83
"23751928",15623075.4,342.16,537.16,0.01,1649.97,34.21,1220.29,342.16,2655.83,0.051118,1.39,0,0.32,0.38,126.12,22.34,623.96,541.81,515.35,566.63,2.8,0.5,2.87,2.61,38.9,44.89,16.21,47.2,19.6,33.2,55.19,10.1,0.56,11.49,16.13,0.61,81.01,0.09,0.07,14.73,1204.34,1575.32,1084,1081.95,14.97,9.71,63.74,71.85
"23751930",10814146.4257808,350.31,943.45,0.01,1316.38,33.93,1229.24,350.31,2655.83,0.048087,1.07,0,0.36,0.38,125.42,20.45,613.99,538.84,796.32,569.25,2.7,0.67,2.87,2.63,40.47,42.01,17.52,47.12,19.45,33.43,9.06,84.19,0.42,0.63,1.8,0.57,79.35,0.1,0,15.74,1301.61,1601.56,1084,1081.43,8.48,9.69,64.98,72.06
"23751932",NA,365.67,561.68,0,1311.5,33.94,1231.81,365.64,2655.83,0.048246,1,0,0.36,0.38,125.42,20.28,615,538.54,763.7,568.86,2.8,0.5,2.87,2.64,38.9,44.89,16.21,47.14,19.37,33.49,4.24,88.98,0,0,1.69,0.55,79.4,0.1,0,15.73,1261.9,1602.78,1084,1081.42,16.01,9.69,65,72.09
"23751934",NA,365.82,712,0,1311.39,33.95,1231.88,365.64,2655.83,0.048256,1.01,0,0.38,0.38,125.42,20.28,615,538.53,818.58,568.84,2.8,0.5,2.87,2.64,38.9,44.89,16.21,47.14,19.37,33.49,9.57,90.43,0,0,0,0.55,79.4,0.1,0,15.73,1314.33,1602.81,1084,1081.42,16.01,9.69,65,72.09
"23751936",4052380.42964384,365.64,777.54,0.01,1311.31,33.94,1231.93,365.64,2655.83,0.048267,1.1,0,0.4,0.38,125.42,20.28,616.88,538.53,832.33,568.83,2.8,0.5,2.87,2.64,38.9,44.89,16.21,47.14,19.37,33.49,28.02,62.42,0,0.13,3.32,0.55,79.4,0.1,0,15.73,1283.22,1602.83,1084,1081.42,14.96,9.68,65.41,72.09
"23751938",NA,371.53,576.24,0,1017.57,35.37,1202.67,371.53,2655.83,0.047031,1,0,0.38,0.38,125.42,19.5,619.86,542.4,879.06,573.05,2.8,0.5,2.89,2.59,38.9,44.89,16.21,47.52,19.73,32.75,10.96,67.12,0,0,6.85,0.06,76.66,0.12,0,17.94,1265.16,1580.82,1084,1080.44,8.32,9.59,66.05,71.44
"23751940",5053977.50712329,371.58,851.49,0.03,1017.5,35.37,1202.72,371.58,2655.83,0.04704,1.05,0,0.39,0.38,125.42,19.5,619.69,542.39,852.88,573.03,2.77,0.54,2.89,2.59,39.35,43.92,16.65,47.53,19.73,32.75,7.4,77.35,0.15,0,5.7,0.06,76.66,0.12,0,17.94,1283.51,1580.85,1084,1080.44,9.55,9.59,66.18,71.44
"23751942",NA,376.17,953.03,0,1012.75,35.36,1205.27,376.17,2655.83,0.046936,1.01,0,0.39,0.38,12,19.51,612.88,542.08,832.09,571.91,2.66,0.73,2.89,2.6,41.09,40.87,18.03,47.55,19.64,32.82,2.17,85.88,0.23,0,6.24,0.03,76.59,0.12,0,18.01,1291.32,1581.96,1084,1080.42,10.22,9.59,65.02,71.47
"23751944",2600245.36947945,378.73,630.47,0.14,1008.86,35.38,1207.66,378.73,2655.83,0.047018,1.03,0,0.28,0.38,12,19.51,615.98,541.81,905.59,570.91,2.8,0.5,2.89,2.6,38.9,44.89,16.21,47.57,19.56,32.87,2.58,68.82,0,0,15.67,0.03,76.56,0.11,0,18.06,1266.68,1583.09,1084,1080.41,8.92,9.59,65,71.49
"23751946",2271319.85563562,459.68,614.32,0.03,1008.3,35.38,1208.07,451.66,2655.83,0.046835,1.01,0,0.21,0.38,12,19.51,622,541.77,916.55,570.73,2.8,0.5,2.89,2.6,38.9,44.89,16.21,47.58,19.55,32.88,0,27.68,0,0,11.3,0.03,76.56,0.11,0,18.06,1261.85,1583.26,1084,1080.4,9.53,9.59,65,71.5
"23751948",NA,466.13,499.39,0,852.58,34.79,1216.92,451.66,2655.83,0.045054,1,356000,0.06,0.38,12,19.95,622,537.36,919.32,569.27,2.8,0.5,2.88,2.61,38.9,44.89,16.21,47.48,19.54,32.98,0,2.54,0,0,0.36,0.03,76.32,0.13,0,17.57,1263.97,1593.96,1084,1079.75,9.53,9.54,65,71.4
"23751950",14811.9388238679,471.16,886.01,0,852.33,34.8,1217.14,451.66,2655.83,0.045087,1.01,0,0.21,0.38,67,19.95,616.96,537.33,819.07,569.17,2.78,0.53,2.88,2.61,39.23,44.28,16.49,47.48,19.54,32.98,0,53.31,0,0,9.25,0.03,76.34,0.13,0,17.58,1269.61,1594.06,1084,1079.75,12.78,9.54,65.34,71.4
"23751952",NA,471.43,652.61,0,40.82,38.54,871.91,471.39,1503.66,0.061954,1,0,0.01,0.42,67,28.22,610,567.01,828.72,659.48,2.8,0.5,2.73,1.63,38.9,44.89,16.21,46.32,29.28,24.4,0,24.71,0,0,1.47,0,84.43,0.25,0,13.4,1266.86,1537.07,1084,1077.22,18.04,9.27,64.06,62.65
"23751954",14815.9185356712,471.39,1027.13,0,40.51,38.73,874.8,471.39,1503.66,0.063326,1.03,0,0.41,0.42,61.07,27.94,596.34,566.69,731.64,658.2,2.72,0.63,2.73,1.63,40.16,42.57,17.26,46.33,29.28,24.4,0,72.07,1.11,0,20.51,0,84.88,0.25,0,13.49,1349.7,1539.11,1084,1077.17,10.22,9.27,64.04,62.64
"23751956",210078.173967123,471.43,889,0.02,27.57,42.01,951.16,471.43,1503.66,0.074987,1.03,0,0.41,0.42,27.09,21.02,586.73,553.4,754.87,629.85,2.78,0.53,2.78,1.99,39.21,44.32,16.47,48.26,24.87,26.88,0,96.33,0.34,0,3.2,0,87.46,0.02,0,12.52,1390.2,1617.11,1084,1073.96,11.56,8.96,64,61.99
"23751958",186056.963917808,497.82,1027.86,0.04,21.66,41.88,980.66,497.82,1503.66,0.069088,1.03,0,0.41,0.42,12,14.6,582.84,549.06,705.13,618.83,2.27,1.41,2.8,2.16,47.36,29.4,23.24,49.2,22.71,28.09,0,96.45,0,0,3.55,0,90.05,0,0,9.95,1442.8,1658.15,1084,1071.22,10.81,9.01,64,61.47
"23751960",145695.272054795,571.38,1352.02,0.05,16.65,41.95,1041.61,571.38,1503.66,0.070531,1.03,0,0.4,0.41,13.68,15.38,559.64,539.81,658.78,598.73,2.32,1.66,2.97,2.37,48.68,26.29,25.03,49.6,20.98,29.43,0,94.24,0,0,5.76,0,88.21,0,0,11.79,1536.11,1716.52,1084,1067.37,9.52,8.75,61.93,60.83
"23751962",66838.5401917808,665.89,1307.38,0.1,8.2,41.15,1132.04,665.89,1503.66,0.084337,1.01,0,0.45,0.43,16,16,540.76,532.61,599.13,558.74,2.5,1.88,3.18,2.6,48.96,24.83,26.23,49.9,19.26,30.84,0,82.62,0,0,17.38,0,84.52,0,0,15.48,1685.69,1810.48,1084,1050.25,9.91,8.74,60.98,60.53
"23751964",37724.4152465753,839.01,1503.66,0.2,3.11,41.63,1230.89,839.01,1503.66,0.084034,1.04,0,0.41,0.41,16,16,525.4,525.4,538.17,538.17,3.64,3.08,3.64,3.08,50.53,15.56,33.91,50.53,15.56,33.91,0,83.23,0,0,16.77,0,83.23,0,0,16.77,1899.43,1899.43,1011.08,1011.08,8.07,8.07,60.03,60.03
"23751966",NA,471.42,712.57,0,806.35,34.66,1238.79,451.66,2655.83,0.044393,1.05,0,0.15,0.38,67.42,19.46,609.9,535.32,831.48,563,2.8,0.5,2.89,2.67,38.9,44.89,16.21,47.57,18.95,33.48,0,41.13,0.91,0,4.01,0.04,76.07,0.13,0,17.84,1272.59,1599.02,1084,1079.85,12.84,9.54,65.13,71.88
"23751968",NA,471.35,801.43,0,800.94,34.73,1243.19,451.66,2655.83,0.044371,1.06,0,0.29,0.38,70.76,19.13,607.01,534.78,805.1,561.42,2.8,0.5,2.89,2.68,38.9,44.89,16.21,47.61,18.83,33.56,0,53.19,2.54,0,17.3,0.04,76.25,0.12,0,17.82,1294.42,1601.25,1084,1079.82,11.87,9.53,65,71.93
"23751970",NA,471.43,727.28,0,44.76,38.69,942.23,471.21,1512.94,0.055404,1,0,0.21,0.45,69.39,34.69,603.28,554.66,820.92,615.36,2.8,0.5,2.77,1.83,38.9,44.89,16.21,47.35,26.87,25.78,0,59.38,11.14,0,1.13,0,67.24,0.53,0,31,1285.36,1578.55,1084,1082.11,9.75,9.38,65.57,63.07
"23751972",NA,471.21,905.23,0,44.12,39.03,948.14,471.21,1512.94,0.056597,1.05,0,0.37,0.45,76.52,34.19,598.16,553.96,747.32,612.39,2.8,0.5,2.77,1.84,38.9,44.89,16.21,47.4,26.77,25.83,0,74.66,4.04,0,13.12,0,67.34,0.38,0,31.43,1318.13,1582.79,1084,1082.08,8.91,9.38,64.88,63.04
"23751974",191485.587789041,471.47,883.89,0.02,40.02,39.83,981.79,471.47,1512.94,0.06144,1.08,0,0.46,0.46,78,29.86,587.69,549.43,685.25,598.58,2.62,0.8,2.76,1.97,41.73,39.7,18.57,48.25,24.95,26.8,0.04,62.27,0,0,37.69,0,66.6,0,0,33.3,1355.55,1609.87,1084,1081.88,11.97,9.41,64.61,62.85
"23751976",163809.301561644,500.97,1087.82,0.03,33.92,40.44,1011.14,500.97,1512.94,0.068577,1.08,0,0.5,0.45,78,22.6,573.26,543.62,603.18,587.43,2.5,1.01,2.79,2.06,43.69,36.11,20.2,48.71,23.83,27.46,0,56.48,0,0,43.41,0,67.32,0,0,32.57,1417.27,1648.01,1084,1081.5,10.66,9.32,64.05,62.4
"23751978",168352.413780822,547.81,1331.19,0.07,19.74,44.62,1050.44,547.81,1512.94,0.084028,1.15,0,0.48,0.42,21.69,12.23,549.97,532.09,603.69,576.2,2.34,1.69,2.78,2.16,48.72,26.08,25.2,49.33,22.55,28.12,0,56.6,0,0,43.24,0,77.75,0,0,22.17,1545.56,1712.67,1084,1079.71,10.16,9.31,62.89,61.16
"23751980",96109.9901506849,674.31,1234.27,0.03,12.1,47.05,1104.01,674.31,1512.94,0.086387,1.01,0,0.41,0.4,8,8.65,539.17,523.32,600.61,558.03,2.19,1.54,2.95,2.34,48.51,27.29,24.2,49.57,21.14,29.29,0,86.93,0,0,13.07,0,85.45,0,0,14.49,1638.14,1787.04,1084,1077,12.96,9.11,60.89,60.16
"23751982",81801.7715342466,733.91,1311.91,0.09,7.27,49.01,1137.77,733.91,1512.94,0.073427,1.09,0,0.37,0.4,8,8.56,524.69,519.28,631.98,556.85,2.34,1.67,3.02,2.42,48.68,26.11,25.18,49.66,20.54,29.79,0,99.19,0,0,0.81,0,87.05,0,0,12.95,1721.35,1830.04,1084,1072.35,9.04,8.23,60.21,60.11
"23751984",47801.6016657534,807.22,1505.79,0.14,3.62,48.37,1157.06,807.22,1505.79,0.056225,1.04,0,0.4,0.4,8.86,8.86,517.74,517.74,540.13,540.13,3,2.4,3,2.4,49.64,20.73,29.63,49.64,20.73,29.63,0,86.82,0,0,13.18,0,86.82,0,0,13.18,1857.4,1857.4,1079.09,1079.09,8.29,8.29,59.98,59.98
"23751986",NA,471.43,484.11,0,753.34,34.56,1263.58,451.66,2655.83,0.043794,1,0,0,0.38,67,18.01,612.21,533.33,860.4,557.3,2.8,0.5,2.9,2.73,38.9,44.89,16.21,47.65,18.29,34.07,0,1.29,0,0,0,0.05,76.88,0.09,0,17.04,1272.8,1603.75,1084,1079.67,16.27,9.53,66,72.48
"23751988",NA,471.36,954.39,0,745.06,34.48,1268.89,451.66,2655.83,0.043939,1.11,0,0.26,0.38,65.36,17.61,607.44,532.42,833.02,555.4,2.78,0.52,2.9,2.75,39.16,44.41,16.43,47.68,18.12,34.2,0,63.85,0,0,4.99,0.05,76.92,0.09,0,16.98,1291.89,1607.05,1084,1079.62,9.55,9.53,66.59,72.53
"23751990",NA,467.52,956.52,0,737.79,34.45,1274.91,462.82,2655.83,0.044175,1,0,0.3,0.38,37.45,17.13,606.52,531.75,817.35,553.11,2.71,0.65,2.91,2.76,40.3,42.32,17.38,47.72,17.96,34.32,0,61.8,0.77,0,11.05,0.04,77.06,0.09,0,16.95,1294.03,1609.93,1084,1079.58,12.19,9.54,67.67,72.59
"23751992",NA,469.38,818.67,0,721.22,34.48,1283.33,466.76,2655.83,0.044799,1,0,0.27,0.38,62,17.03,603,530.21,787.84,550.4,2.64,0.76,2.9,2.78,41.38,40.35,18.27,47.75,17.76,34.5,0,53.61,8.55,0,0.96,0.05,76.98,0.09,0,17.04,1299.41,1615.65,1084,1079.47,10.76,9.54,66.63,72.64
"23751994",NA,466.89,773.53,0,693.77,34.38,1291.82,466.89,2655.83,0.045601,1.05,0,0.32,0.37,62,16.98,602.93,528.83,805.08,547.44,2.8,0.5,2.9,2.79,38.9,44.89,16.21,47.73,17.65,34.62,0.15,61.5,9.29,0,3.83,0.05,76.87,0.08,0,16.99,1298.34,1622.62,1084,1079.29,11.22,9.55,66.24,72.67
