"","comid","urbn","frst","wtnd","agrc","shrb","urbn_t","frst_t","wtnd_t","agrc_t","shrb_t"
"7757",23801508,6.91,2.36,0.08,90.22,0.42,7.03,0.87,0.03,91.91,0.15
"7758",23801510,3.59,25.53,0.09,64.84,2.25,3.59,25.53,0.09,64.84,2.25
"7759",23801512,3.61,9.04,0.74,85.32,0,3.61,9.04,0.74,85.32,0
"7760",23801514,0,92.23,0,0,7.48,0,92.23,0,0,7.48
"7761",23801516,5.27,2.21,1.4,86.93,0.18,7.26,11.92,0.46,72.68,1.17
"7762",23801518,3.96,1.67,2.85,90.74,0.79,7.6,0.57,0.9,90.58,0.36
"7763",23801520,7.11,0,0,92.89,0,7.11,0,0,92.89,0
"7764",23801522,5.85,0.24,1.27,92.65,0,5.85,0.24,1.27,92.65,0
"7765",23801524,0,67.11,0,0,26.4,0.06,60.54,0,0,21.71
"7766",23801526,6.66,0.65,1.09,91.6,0,6.66,0.65,1.09,91.6,0
"7767",23801528,13.38,1.81,0.35,83.53,0.58,46.85,0.74,0.14,51.05,0.23
"7768",23801530,58,0,1.92,40.08,0,37.18,1.32,1.25,59.7,0
"7769",23801532,40.81,0,8.16,44.9,0,51.94,0.53,0.29,45.29,0
"7770",23801534,0,72.01,0,0,26.94,0,72.01,0,0,26.94
"7771",23801536,52.27,0.54,0.06,45.3,0,52.27,0.54,0.06,45.3,0
"7772",23801538,4.04,0.39,0.63,94.78,0.17,7.66,0.38,0.24,91.66,0.06
"7773",23801540,17.29,0,3.06,79.49,0.16,17.29,0,3.06,79.49,0.16
"7774",23801542,0,47.58,0,0,22.98,0,47.58,0,0,22.98
"7775",23801544,3.51,16.84,0,70.71,2.49,3.51,16.84,0,70.71,2.49
"7776",23801548,6.91,0.57,9.71,81.1,0.44,6.91,0.57,9.71,81.1,0.44
"7777",23801550,0,52.98,0,0,14.49,0,52.98,0,0,14.49
"7778",23801552,0,88.39,0,0,10.38,0,88.39,0,0,10.38
"7779",23801556,0,81.23,0,0,14.37,0,81.23,0,0,14.37
"7780",23801558,9.28,0.06,0,90.5,0.16,9.28,0.06,0,90.5,0.16
"7781",23801560,24.23,0.35,0.53,74.88,0,16.6,2.55,1.32,79.37,0
"7782",23801562,68.71,0.04,0,29.83,0,68.71,0.04,0,29.83,0
"7783",23801564,0.09,54.17,0,0,18.59,0.09,54.17,0,0,18.59
"7784",23801566,0,56.59,0,0,33.63,0,56.59,0,0,33.63
"7785",23801568,8.61,4.86,2.15,84.07,0,8.61,4.86,2.15,84.07,0
"7786",23801572,0.82,2.04,11.31,83.79,2.04,6.88,0.26,1.47,91.14,0.26
"7787",23801574,0,81.75,0,0,18.06,0,81.75,0,0,18.06
"7788",23801576,0,92.12,0,0,7.88,0,92.12,0,0,7.88
"7789",23801578,8.09,16,0.06,66.71,1.59,8.09,16,0.06,66.71,1.59
"7790",23801580,0,71.4,0,0,21.94,0,71.4,0,0,21.94
"7791",23801582,4.1,16.96,1.99,61.7,2.76,3.23,12.84,0.87,68.05,5.35
"7792",23801584,1.47,30.87,0,39.49,17.7,1.47,30.87,0,39.49,17.7
"7793",23801586,0,82.71,0,0,15.21,0,82.71,0,0,15.21
"7794",23801588,9.93,4.86,4.17,80.06,0.53,7.21,14.31,2.34,73.58,1.2
"7795",23801594,7.31,19.45,1.14,66.53,0.87,4.35,24.25,0.41,66.76,1.9
"7796",23801598,0,52.14,0,7.16,30.22,0,52.14,0,7.16,30.22
"7797",23801602,0,57.49,0,0,9.86,0,57.49,0,0,9.86
"7798",23801604,0,63.56,0,0,31.39,0,63.56,0,0,31.39
"7799",23801608,7.76,0,0.04,92.2,0,7.76,0,0.04,92.2,0
"7800",23801616,3.04,0.97,11.88,82.88,1.24,4.75,6.23,2.91,84.71,0.87
"7801",23801618,0.78,11.28,0.3,67.85,7.1,0.78,11.28,0.3,67.85,7.1
"7802",23801620,0,82.57,0,0,17.19,0,82.57,0,0,17.19
"7803",23801622,3.47,31.46,0,60.04,3.09,3.23,26.07,0.13,66.85,2.29
"7804",23801624,22.28,1.42,1.7,73.87,0.27,22.28,1.42,1.7,73.87,0.27
"7805",23801626,2.54,10.75,0.49,86.22,0,2.54,10.75,0.49,86.22,0
"7806",23801628,9.9,0.37,0,89.74,0,9.9,0.37,0,89.74,0
"7807",23801630,4.02,1.54,10.1,83.69,0.35,4.6,6.9,3.21,83.75,0.95
"7808",23801632,6.93,0.4,6.72,84.17,1.8,5.42,4.59,1.07,87.97,0.56
"7809",23801634,3.34,33.1,0.86,43.99,12.43,3.34,33.1,0.86,43.99,12.43
"7810",23801636,0,82.24,0,0,14.49,0,82.24,0,0,14.49
"7811",23801638,0,79.63,0,0,19.86,0,79.63,0,0,19.86
"7812",23801640,11.35,6.37,10.54,70.87,0.86,37.99,6.6,2.77,51.87,0.54
"7813",23801642,3.41,1.48,7.22,87.13,0.76,4.6,7.08,3.03,83.7,1
"7814",23801644,5.6,3.77,0.83,88.69,1.05,3.48,1.63,0.88,92.86,0.4
"7815",23801646,0,0,70,30,0,4.46,7.49,2.89,83.47,1.04
"7816",23801648,5.31,22.77,0.25,68.82,2.2,5.31,22.77,0.25,68.82,2.2
"7817",23801650,4.11,1.77,2.48,91.06,0,5,6.69,2.7,84.59,0.34
"7818",23801652,0,0,0,81.3,0,2.55,0.69,0.89,94.67,0.11
"7819",23801654,0,72.67,0,3.55,20.52,0,72.67,0,3.55,20.52
"7820",23801656,0,72.65,0,0,27.01,0,72.65,0,0,27.01
"7821",23801658,0,87.71,0,0,12.28,0,87.71,0,0,12.28
"7822",23801660,5.05,11.64,0.68,72.53,5.36,5.05,11.64,0.68,72.53,5.36
"7823",23801662,5.45,6.22,3.89,84.05,0.39,2.62,0.73,0.91,94.99,0.12
"7824",23801664,25.64,4.39,5.31,64.67,0,22.06,11.48,2.24,63.15,0.95
"7825",23801666,6.02,0,15.25,76.08,0.19,4.07,5.08,3.07,85.61,1.3
"7826",23801668,0,51.57,0,0.9,28.83,0,51.57,0,0.9,28.83
"7827",23801670,2.18,10.84,0,81,3.35,4.18,6.02,5.47,78.54,1.53
"7828",23801672,0,72.64,0,0,13.47,0,72.64,0,0,13.47
"7829",23801674,0,99.52,0,0,0.48,0,87.91,0,0,12.09
"7830",23801676,0,6.44,0.43,67.38,0.86,4.64,4.95,6.68,77.99,1.12
"7831",23801678,0,0,42.86,14.29,42.86,8.29,9.13,0.53,80.01,0.62
"7832",23801680,8.32,9.17,0.33,80.31,0.43,8.32,9.17,0.33,80.31,0.43
"7833",23801682,0,4.55,63.64,13.64,0,1.8,1.26,12.37,76.96,1.57
"7834",23801684,0.46,60.81,0,1.93,25.97,0.46,60.81,0,1.93,25.97
"7835",23801686,2.05,0,3.58,94.38,0,5.29,12.77,2.45,78.83,0.46
"7836",23801688,0,88.97,0,0,11.03,0,88.97,0,0,11.03
"7837",23801690,6.29,13.82,3.02,75.21,0.83,6.29,13.82,3.02,75.21,0.83
"7838",23801692,3.91,10.01,0.27,84.83,0.99,6.33,6.68,0.56,85.69,0.51
"7839",23801694,2.34,2.52,3.02,92.11,0,2.34,2.52,3.02,92.11,0
"7840",23801696,0,75.96,0,0,17.14,0,75.96,0,0,17.14
"7841",23801698,4.16,19.51,0.21,55.63,11.31,4.16,19.51,0.21,55.63,11.31
"7842",23801700,1.81,1.24,12.05,77.35,1.58,1.81,1.24,12.05,77.35,1.58
"7843",23801702,3.57,0,0.75,93.62,0,3.57,0,0.75,93.62,0
"7844",23801704,2.16,0.55,0.76,96.1,0.13,2.16,0.55,0.76,96.1,0.13
"7845",23801706,7.69,5.14,1.93,84.56,0.68,7.69,5.14,1.93,84.56,0.68
"7846",23801708,19.98,6.17,1.57,72.08,0,19.98,6.17,1.57,72.08,0
"7847",23801710,0,97.91,0,0,2.09,0,97.91,0,0,2.09
"7848",23801712,0,98.76,0,0,1.24,0,98.76,0,0,1.24
"7849",23801714,0,86.94,0,0,13.06,0,86.94,0,0,13.06
"7850",23801716,0,64.61,0,0,34.73,0,64.61,0,0,34.73
"7851",23801718,1.07,6.43,5.27,84.38,2.5,4.17,5.34,2.9,85.26,1.42
"7852",23801720,0,74.41,0,0,20,0,74.41,0,0,20
"7853",23801722,0.89,17.96,1.07,61.06,10.44,0.89,17.96,1.07,61.06,10.44
"7854",23801724,11.19,3.52,2.74,82.36,0.19,11.19,3.52,2.74,82.36,0.19
"7855",23801726,0,97.01,0,0,2.99,0,97.01,0,0,2.99
"7856",23801728,7.81,4.65,0.73,86.21,0.22,7.81,4.65,0.73,86.21,0.22
"7857",23801730,0,77.97,0,0,17.83,0,77.97,0,0,17.83
"7858",23801732,7.05,6.79,3.55,81.45,0.36,4.93,4.92,2.29,85.61,1.18
"7859",23801734,0,59.17,0,0,35.82,0,59.17,0,0,35.82
"7860",23801736,9.12,0.6,4.5,85.23,0,9.12,0.6,4.5,85.23,0
"7861",23801738,2.19,8.69,5.04,82.46,1.63,2.19,8.69,5.04,82.46,1.63
"7862",23801740,0,91.34,0,0,6.69,0,91.34,0,0,6.69
"7863",23801742,0,91.91,0,0,6.4,0,91.91,0,0,6.4
"7864",23801744,4.72,21.74,1.55,71.02,0.59,4.3,16,2.29,76.58,0.56
"7865",23801746,0,76.42,0,0,22.07,0,76.42,0,0,22.07
"7866",23801748,0,94.02,0,0,5.07,0,94.02,0,0,5.07
"7867",23801750,0,89.74,0,0,10.26,0,89.74,0,0,10.26
"7868",23801752,0,87.6,0,0,12.39,0,87.6,0,0,12.39
"7869",23801754,27.77,1.6,1.1,69.52,0,27.77,1.6,1.1,69.52,0
"7870",23801756,2.59,6.82,0.5,74,2.96,2.59,6.82,0.5,74,2.96
"7871",23801758,0,92.2,0,0,7.8,0,92.2,0,0,7.8
"7872",23801760,7.53,51.1,0,11.33,23.24,7.53,51.1,0,11.33,23.24
"7873",23801762,11.55,0,0.95,87.5,0,11.55,0,0.95,87.5,0
"7874",23801764,3.42,7.1,0.53,88.71,0,3.86,6.73,0.55,88.65,0
"7875",23801766,0.53,50.04,0,0,38.02,0.53,50.04,0,0,38.02
"7876",23801768,0,80.11,0,0,7.14,0,80.11,0,0,7.14
"7877",23801770,3.3,2.38,4.03,89.78,0.49,3.3,2.38,4.03,89.78,0.49
"7878",23801772,3.31,0,0,96.69,0,3.31,0,0,96.69,0
"7879",23801774,6.98,4.74,6.09,81.64,0.54,5.07,3.38,3.04,84.77,2.09
"7880",23801776,0,81.82,0,0,7.95,0,81.82,0,0,7.95
"7881",23801778,0,81.49,0,0,13.12,0,74.37,0,0,19.04
"7882",23801780,0,55.63,0,0,25.23,0,55.63,0,0,25.23
"7883",23801782,3.21,59.1,0,0,28.23,3.21,59.1,0,0,28.23
"7884",23801784,0,100,0,0,0,2.85,52.06,0,0,39.38
"7885",23801786,2.66,47.42,0,0,46.37,2.66,47.42,0,0,46.37
"7886",23801788,0,79.56,0,0,13.34,0,79.56,0,0,13.34
"7887",23801790,4.65,2.54,3.18,87.69,0.43,4.7,3.26,2.46,84.79,2.62
"7888",23801792,0,63.28,0,0,28.26,0,63.28,0,0,28.26
"7889",23801794,3.24,93.45,0,0,1.1,3.24,93.45,0,0,1.1
"7890",23801796,0,95.6,0,0,4.4,0,95.6,0,0,4.4
"7891",23801798,0,53.74,0,0,36.92,0,53.74,0,0,36.92
"7892",23801800,4.85,5.71,0,74.86,10.13,4.85,5.71,0,74.86,10.13
"7893",23801802,0,82.98,0,0,6.26,0,82.98,0,0,6.26
"7894",23801804,2,30.08,0,22.61,20.99,2,30.08,0,22.61,20.99
"7895",23801806,0,98.29,0,0,0.8,0,98.29,0,0,0.8
"7896",23801808,0,92.08,0,0,6.6,0,96.63,0,0,3.33
"7897",23801810,0,71.55,0,0,28.19,0,71.55,0,0,28.19
"7898",23801812,0,86.24,0,0,13.76,0,86.24,0,0,13.76
"7899",23801814,0,67.41,0,0,29.69,0,67.41,0,0,29.69
"7900",23801816,0,92.45,0,0,7.55,0,92.45,0,0,7.55
"7901",23801818,0,63.92,0,0,27.34,0,54.51,0,0,40.19
"7902",23801820,0,31.96,0,0,60.63,0,33.85,0,0,56.89
"7903",23801822,0,24.64,0.63,0,50.72,0,24.64,0.63,0,50.72
"7904",23801824,0,24.81,0,0,69.43,0,24.81,0,0,69.43
"7905",23801826,0,97.31,0,0,2.7,0,97.31,0,0,2.7
"7906",23801828,0,95.53,0,0,4.46,0,96.17,0,0,3.8
"7907",23801830,0,50.33,0,0,46.86,0,50.33,0,0,46.86
"7908",23801832,0,35.93,0,0,52.76,0,35.93,0,0,52.76
"7909",23801834,0,97.43,0,0,2.48,0,97.43,0,0,2.48
"7910",23801836,0,49.85,0,0,44.47,0,49.85,0,0,44.47
"7911",23801840,82.59,0,0,11.46,0,82.59,0,0,11.46,0
"7912",23801842,60.39,2.07,1.09,35.95,0.06,60.39,2.07,1.09,35.95,0.06
"7913",23801844,22.7,13.84,2.35,59.65,1.36,22.7,13.84,2.35,59.65,1.36
"7914",23804830,43.49,37.02,0.47,12.74,0.65,22.14,31.3,2.04,26.64,12.86
"7915",23804832,59.32,5.79,4.09,24.58,0,22.11,31.27,2.04,26.66,12.88
"7916",23804834,24.69,0,0,56.79,0,22.02,31.29,2.05,26.69,12.91
"7917",23804836,40.71,42.08,2.02,12.87,0.47,22.01,31.29,2.05,26.7,12.92
"7918",23804838,55.76,29.06,0,0,0,21.97,31.27,2.05,26.72,12.94
"7919",23804840,34.51,33.09,4.23,0,5.63,21.96,31.24,2.05,26.74,12.95
"7920",23804842,38.34,19.25,0.42,38.49,0.52,21.95,31.26,2.05,26.68,13
"7921",23804844,59.7,31.83,0.53,3,0.53,21.88,31.31,2.06,26.63,13.04
"7922",23804846,0,50,0,0,0,21.86,31.3,2.06,26.65,13.05
"7923",23804848,73.56,19.77,3.25,0,0,21.63,31.38,2.06,26.71,13.13
"7924",23804850,78.11,10.62,3.75,0,0,20.98,31.65,2.07,26.94,13.26
"7925",23804852,93.51,4.3,0,0,0,21.46,31.44,2.06,26.77,13.17
"7926",23804854,6.44,0,27.11,66.45,0,16.85,33.3,2.05,28.33,14.12
"7927",23804856,0,0,17.79,82.21,0,16.84,33.27,2.07,28.35,14.11
"7928",23804858,1.09,3.15,30.75,64.04,0,17.12,33.04,2.1,28.41,13.99
"7929",23804860,30.17,8.48,17.83,20.74,8.41,17.16,33,2.11,28.42,13.97
"7930",23804862,27.96,8.59,15.33,36.86,3.98,17.22,32.96,2.12,28.4,13.95
"7931",23804864,86.2,6.82,2.53,2.62,0.32,17.65,32.79,2.12,28.24,13.87
"7932",23804866,16.77,3.45,12.59,62.57,1.91,16.63,33.45,2.07,28.03,14.4
"7933",23804868,7.44,6.04,7.56,76.52,0.78,16.59,33.65,2.01,27.79,14.51
"7934",23804870,6.32,1.37,7.74,82.9,1.68,17.07,33.63,1.96,26.83,15.04
"7935",23804872,3.49,5.54,16.41,74.05,0.51,17.2,34.02,1.95,26.08,15.26
"7936",23804874,6.36,0,14.74,78.9,0,17.3,34.23,1.93,25.58,15.42
"7937",23804876,9.08,1.06,5.66,83.72,0,17.45,34.58,1.92,24.99,15.59
"7938",23804878,7.76,2.25,4.15,83,0.43,17.41,34.84,1.89,24.67,15.73
"7939",23804880,48.13,12.73,7.38,24.46,2.47,16.94,35.15,1.88,24.65,15.89
"7940",23804882,69.11,0.61,3.06,19.61,2.28,16.83,35.27,1.87,24.59,15.96
"7941",23804884,93.37,2.39,0.92,1.03,1.47,69.72,13.41,1.23,11.51,2.59
"7942",23804886,87.87,4.29,6.55,0,0,68.4,14.01,1.24,12.05,2.69
"7943",23804888,75.16,4.8,20.04,0,0,67.53,14.47,1.16,12.4,2.79
"7944",23804890,85.26,1.34,13.39,0,0,66.28,15.4,1.11,12.57,2.97
"7945",23804892,72.31,16.17,10.78,0,0.75,65.8,15.66,1.09,12.76,3.02
"7946",23804894,98.58,0.41,0.87,0,0,88.06,8.98,0.91,0.62,0.54
"7947",23804896,92.47,4.59,0.6,0,1.36,90.81,7.59,0.82,0.21,0.2
"7948",23804898,91.87,3.85,4.29,0,0,89.21,9.1,0.97,0.21,0.19
"7949",23804900,45.84,36.25,17.92,0,0,92.34,6.62,0.42,0.29,0.11
"7950",23804902,89.66,8.2,1.15,0,0.58,92.36,6.65,0.33,0.31,0.11
"7951",23804904,100.01,0,0,0,0,94.06,5.66,0.06,0,0.02
"7952",23804906,98.47,1.14,0,0,0.06,92.74,6.91,0.08,0,0.03
"7953",23804908,99.36,0.65,0,0,0,85.22,14.39,0.2,0,0
"7954",23804910,89.28,10.71,0,0,0,89.28,10.71,0,0,0
"7955",23804912,81.03,13.59,4.06,0,0,83.13,14.94,0.79,0.15,0.38
"7956",23804914,87.28,12.71,0,0,0,85.23,13.68,0,0.35,0.29
"7957",23804916,77.58,18.7,0,1.41,0.76,77.58,18.7,0,1.41,0.76
"7958",23804918,93.95,0.81,1.64,2.45,0.07,33.73,25.26,1.28,30.3,6.6
"7959",23804922,11.73,17.54,2.59,66.32,0.28,10.1,45.26,0.96,26.86,14.13
"7960",23804924,20.83,12.2,7.78,59.2,0,9.78,52.3,0.65,16.76,17.52
"7961",23804926,6.48,51.53,0.09,31.7,8.47,6.62,57.73,0.31,11.46,20.53
"7962",23804928,7.62,65.27,0.13,0.77,19.56,5.63,59.87,0.53,1.53,29.41
"7963",23804930,4.83,43.51,0.89,1.97,46.54,4.83,43.51,0.89,1.97,46.54
"7964",23804932,10.24,0,24.46,63.47,0,7.98,39.52,1.75,26.16,18.46
"7965",23804934,3.68,0,57.1,26.98,1.58,8.22,39.32,1.86,26.07,18.37
"7966",23804936,8.6,4.64,23.9,53.65,3.18,8.23,39.22,1.93,26.13,18.33
"7967",23804938,16.94,10.94,11.89,59.93,0.3,8.23,38.84,1.97,26.7,18.13
"7968",23804940,30.27,0.98,8.99,56.93,0.25,9.92,35.13,2,32.53,16.91
"7969",23804942,60.75,2.19,7.93,25.78,1.13,15.19,31.59,2.52,35.06,12.87
"7970",23804944,39.69,4.17,11.44,35.34,1.8,10.37,33.94,2.49,36.45,13.85
"7971",23804946,13.78,7.36,11.78,65.89,0.17,10.27,35.73,2.4,34.01,14.6
"7972",23804948,6.76,2.72,6.49,83.81,0.22,7.78,43.78,2.36,24.15,18.38
"7973",23804950,27.14,1.41,4.3,66.18,0.58,7.78,44.89,2.32,22.5,18.85
"7974",23804952,12.09,0,25.83,62.09,0,4.07,52.84,1.94,14.61,22.3
"7975",23804954,5.01,21.57,5.07,63.33,2.55,3.5,56.25,1.75,8.53,25.56
"7976",23804956,6.65,39.61,0.26,37.9,7.66,3.36,58.55,1.58,5.54,27.15
"7977",23804958,6.81,40.87,4.61,27.53,11.01,3.15,59.06,1.66,3.9,28.64
"7978",23804960,0,47.06,52.94,0,0,2.84,61.21,1.52,2.17,28.96
"7979",23804962,1.71,69.83,3.93,4.26,16.93,2.26,60.08,1.29,1,32
"7980",23804964,0,90.52,1.03,0,8.46,2.4,56.15,0.79,0.29,36.5
"7981",23804966,0,0,21.74,0,78.26,2.03,50.97,0.76,0,40.87
"7982",23804968,1.63,41.21,0.02,0,56.08,2.52,50.67,0.07,0,45.85
"7983",23804970,4.35,70.23,0.17,0,24.7,4.35,70.23,0.17,0,24.7
"7984",23804972,11.99,2.61,8.29,69.51,0.51,7.58,36.88,1.72,31.27,18.71
"7985",23804974,5.25,1.77,7.87,84.77,0.24,5.74,39.46,1.69,29.1,20.07
"7986",23804976,7.94,0.43,2.86,88.78,0,5.77,40.98,1.57,26.74,20.85
"7987",23804978,7.43,0.75,5.86,84.95,0.39,4.77,42.77,1.47,23.35,23.01
"7988",23804980,5.45,0.14,2.11,92.29,0,4.39,44.78,1.44,20.44,24.09
"7989",23804982,7.86,1.64,5.75,84.54,0.11,3.46,49.57,1.56,11.69,28.18
"7990",23804984,4.1,38.91,7.1,24.05,23.04,2.57,54.3,1.4,3.5,32.38
"7991",23804986,12,29.34,12,38.67,8,2.41,56.04,0.61,0.65,33.82
"7992",23804988,1.41,31.58,5.59,16.01,41.35,2.41,55.79,0.61,0.48,34.08
"7993",23804990,4.53,55.06,2.62,2.65,24.31,2.51,54.44,0.57,0.24,35.32
"7994",23804992,1.83,70.58,1.19,0,22.89,2.35,54.94,0.4,0,35.31
"7995",23804994,4.75,81.27,0.62,0,12.75,2.52,54.11,0.26,0,35.25
"7996",23804996,2.3,71.22,0,0,25.61,1.97,56.09,0.3,0,34.45
"7997",23804998,2.53,64.95,1.69,0,28.78,1.66,58.92,0.4,0,32.67
"7998",23805000,9.02,27.82,0,0,63.16,1.62,58.53,0.4,0,32.01
"7999",23805002,2.28,37.85,0.63,0,46.39,1.87,55.96,0.46,0,31.92
"8000",23805004,2.08,49.52,0,0,30.92,1.94,55.99,0.52,0,32.35
"8001",23805006,1.89,61.01,0.43,0,33.02,1.89,61.01,0.43,0,33.02
"8002",23805008,3.29,0.21,3.12,91.76,0.21,6.51,40.56,1.61,27.9,19.65
"8003",23805010,4.79,0,4.34,90.87,0,6.27,44.35,1.57,22.22,21.5
"8004",23805012,1.52,0,0.7,97.77,0,6.35,48.92,1.65,13.72,24.9
"8005",23805014,3.73,5.9,2.56,83.65,1.12,6.41,49.36,1.66,12.98,25.12
"8006",23805016,18.75,16.97,3.59,60.13,0.25,6.6,52.46,0.75,10.65,24.71
"8007",23805018,18.64,10.09,1.58,66.45,3.12,5.84,54.96,0.62,6.95,26.6
"8008",23805020,22.34,16.77,0.36,37.42,22.75,5.82,55.88,0.6,4.98,27.61
"8009",23805022,13.88,45.9,5.45,18.52,9.49,5.23,56.05,0.64,4.54,28.18
"8010",23805024,8.14,29.37,1.67,36.39,21.01,5.1,54.52,0.47,3.55,31.02
"8011",23805026,7.17,46.03,0.7,6.09,27.71,5.14,56.59,0.43,1.76,30.68
"8012",23805028,12.18,52.44,2.82,17.38,14.95,5.32,59.61,0.43,1.6,28.23
"8013",23805030,3.71,69.9,2.86,6.75,16.06,5.64,52.91,0.34,0.61,34.21
"8014",23805032,5.76,54.06,0.7,1.22,29.96,5.67,48.31,0.15,0.27,39.12
"8015",23805034,10.51,64.26,0,0,25.23,5.19,44.65,0.21,0,46.28
"8016",23805036,7.84,47.49,0.5,0,37.09,7.84,47.49,0.5,0,37.09
"8017",23805038,33.37,2.06,1.83,60.2,0.46,33.37,2.06,1.83,60.2,0.46
"8018",23805040,6.36,16.42,12.02,54.19,5.52,4.69,46.87,1.2,16.55,21.5
"8019",23805042,53.37,0.41,8.98,34.88,0.33,5.94,45.54,1.4,17.24,20.88
"8020",23805044,0,0,40,60,0,5.94,45.43,1.4,17.43,20.83
"8021",23805046,0,0,32.79,67.21,0,5.94,45.42,1.4,17.44,20.82
"8022",23805048,5.99,2.24,5.76,84.58,0.87,6.04,43.95,1.49,19.74,20.04
"8023",23805050,19.01,13.22,4.75,50.09,7.19,4.29,55.94,1.11,10.98,22.15
"8024",23805052,10.05,40.19,8.25,21.13,15.47,3.37,58.95,0.9,8.26,22.99
"8025",23805054,4.09,37,3.51,26.53,21.51,3.33,59.95,0.83,7.97,22.42
"8026",23805056,6.08,26.33,12.47,35.18,13.43,3.51,57.96,0.73,7.91,23.72
"8027",23805058,42.85,0,21.43,35.71,0,3.59,57.09,0.6,7.87,24.22
"8028",23805060,4.3,52.26,6.11,34.05,0,3.51,58.45,0.6,5.71,24.87
"8029",23805062,16.87,4.25,15.79,63.08,0,3.48,61.3,0.56,1.33,25.64
"8030",23805064,13.31,62.14,5.21,7.23,10.84,3.28,62.17,0.38,0.28,25.91
"8031",23805066,5.35,62.54,0.89,0,29.53,3.06,61.92,0.23,0.06,26.47
"8032",23805068,5.25,84.52,0,0.1,9.63,2.81,61.55,0.04,0.01,26.04
"8033",23805070,24.42,75.58,0,0,0,2.72,59.66,0.02,0,27.29
"8034",23805072,4.31,30.74,0,0,49.66,2.79,60.97,0,0,25.79
"8035",23805074,2.49,90.92,0,0,6.04,2.98,69.38,0,0,18.54
"8036",23805076,5.79,75,0,0,10.25,3.76,75.33,0,0,12.43
"8037",23805078,4.24,87.35,0,0,7.62,2.78,72.53,0,0,14.85
"8038",23805080,1.77,77.88,0,0,12.3,1.77,77.88,0,0,12.3
"8039",23805082,2.73,58.3,1.47,2.1,32.42,1.93,81.2,0.2,0.26,15.44
"8040",23805084,8.09,79.78,0,0,12.13,1.88,85.83,0,0,11.95
"8041",23805086,2.94,97.06,0,0,0,1.7,85.45,0,0,12.61
"8042",23805088,1.12,78.56,0,0,19.8,1.12,78.56,0,0,19.8
"8043",23805090,4.99,0.66,6,88.19,0.15,4.49,44.79,0.92,15.57,22.29
"8044",23805092,10.11,2.89,15.4,71.6,0,4.55,44.45,0.94,16.18,21.99
"8045",23805094,0,0,31.86,68.15,0,4.6,44.29,0.96,16.63,21.77
"8046",23805096,1.35,1.16,5.39,92.1,0,4.62,43.93,1.01,17.23,21.59
"8047",23805098,5.1,14.23,5.25,67.29,5.36,4.88,42.47,1.04,18.88,21.46
"8048",23805100,7.89,14.28,3.62,71.16,0.48,3.27,38.56,0.71,3.69,37.39
"8049",23805102,7.4,38.66,3.35,5.5,27.01,3.11,39.29,0.6,1.16,38.72
"8050",23805104,7.4,38.66,3.35,5.5,27.01,2.77,39.45,0.4,0.84,39.35
"8051",23805106,15.27,0.69,0,15.28,0,2.77,39.45,0.4,0.84,39.35
"8052",23805108,8.72,33.55,0,0,47.65,2.76,39.5,0.41,0.82,39.41
"8053",23805110,6.63,37.63,0.63,0.23,19.8,2.75,39.51,0.41,0.82,39.39
"8054",23805112,2.56,0.51,0.68,0.17,11.11,2.36,36.7,0.44,0.63,43.65
"8055",23805114,11.31,12.92,3.47,15.1,10.86,2.35,37.75,0.34,0.54,42.67
"8056",23805116,6.26,28.13,53.13,0,0,1.92,38.75,0.23,0.1,42.99
"8057",23805118,5.93,45.44,1.48,2.9,39.57,1.91,38.75,0.2,0.1,43.01
"8058",23805120,1.59,31.05,0.63,0.03,45.4,1.77,38.52,0.16,0,43.13
"8059",23805122,1.59,49,0.07,0,36.92,1.95,39.17,0.08,0,40.79
"8060",23805124,2.05,23.45,0.26,0,49.26,2.05,23.45,0.26,0,49.26
"8061",23805126,5.62,2.69,5.87,7.33,11.74,2.32,45.91,0.25,1.42,36.8
"8062",23805128,9.67,49.15,2.18,16.74,7.6,2.28,46.45,0.18,1.35,37.12
"8063",23805130,2.66,57.4,0,1.45,32.29,1.82,46.29,0.05,0.4,38.94
"8064",23805132,2.74,60.48,0,0,30.18,1.28,35.29,0.09,0,46.86
"8065",23805134,0.43,31.38,0.16,0,50.01,0.43,31.38,0.16,0,50.01
"8066",23805136,15.55,0,0,84.44,0,6.57,37.46,0.8,42.59,5.25
"8067",23805138,2.53,0,46.46,48.99,0,6.82,35.8,1,44.64,5.54
"8068",23805140,0,0,68.18,31.82,0,6.66,33.09,1.32,47.28,5.75
"8069",23805142,0,0,86.36,13.64,0,5.19,48.73,0.99,21.71,13.85
"8070",23805144,4.5,2.46,25.4,54.31,3.07,6.89,33.74,1.38,46.91,5.14
"8071",23805148,48.47,1.47,0,49.57,0.49,4.39,57.73,0.66,7.35,18.3
"8072",23805150,5.15,34.04,3.03,36.57,10.94,4.04,59.47,0.67,5.39,18.79
"8073",23805152,4.21,37.37,7.89,43.69,1.05,4.01,60.39,0.6,4.09,19.17
"8074",23805154,6.22,38.03,1.62,42.41,10.57,4.03,60.81,0.58,3.12,19.78
"8075",23805156,3.22,38.42,17.38,27.04,7.73,3.96,61.87,0.53,1,20.34
"8076",23805158,20.88,60.11,3.27,8.82,3.25,3.69,62.47,0.41,0.4,20.49
"8077",23805160,7.48,58.42,1.85,0.27,27.66,3.12,63.03,0.32,0.02,19.92
"8078",23805162,6.55,44.03,0,0,46.05,2.83,64.01,0.22,0,18.22
